feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,label
5,10,5,5,3,8,8,3,5,12,5,6,2,10,5,10,6,11,7,8,5,7,8,1,8,7,6,8,0,7,4,8,0
7,13,6,7,3,12,5,2,6,12,3,6,2,10,4,12,1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,8,0
1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,0,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0
1,6,0,8,0,7,7,4,4,7,6,8,0,8,0,8,4,7,6,8,6,8,8,5,6,7,5,8,3,9,8,9,0
7,13,5,8,3,10,4,5,4,13,3,9,3,8,4,9,1,8,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0
1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8,3,7,4,5,2,8,6,2,7,7,6,7,0,9,4,7,0
1,4,0,5,0,7,7,4,4,7,6,8,0,8,0,8,2,7,3,5,2,7,7,0,7,13,6,8,0,8,1,8,0
4,7,5,5,3,9,5,2,6,6,7,5,0,9,4,7,1,3,1,2,0,7,7,1,7,7,6,9,0,8,2,8,0
5,7,6,8,6,8,10,4,5,6,7,9,3,6,8,6,3,7,4,5,2,8,6,2,7,7,6,7,0,9,4,7,0
3,9,4,7,3,7,7,0,6,13,6,8,0,8,1,8,5,11,7,8,4,9,6,2,7,7,6,6,0,9,4,7,0
1,7,2,5,1,7,7,0,7,13,6,8,0,8,1,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0
1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,0
1,3,2,2,0,7,7,1,7,13,6,8,0,8,1,8,3,8,4,6,2,7,9,0,8,14,6,6,0,9,1,7,0
0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,1,3,1,2,0,7,7,2,6,7,6,8,0,8,2,8,0
1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8,1,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8,0
4,11,6,8,3,7,7,0,8,14,6,8,0,8,1,8,1,3,2,2,0,7,7,1,7,13,6,8,0,8,1,8,0
1,6,2,4,2,7,7,1,8,7,6,9,0,8,3,8,7,14,5,8,3,10,5,6,5,13,3,7,3,8,5,10,0
6,14,5,8,3,7,9,2,6,14,5,6,1,8,5,8,1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0
5,9,6,6,4,5,7,3,7,7,6,12,0,8,4,9,7,14,6,8,4,10,6,4,6,14,3,6,2,8,6,10,0
1,6,0,8,1,7,7,4,4,7,6,8,0,8,0,8,6,10,7,8,4,8,4,1,6,7,7,8,1,10,4,8,0
2,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,1,7,2,5,1,7,7,0,8,7,6,8,0,8,3,8,0
2,8,3,6,2,8,7,0,7,13,6,8,0,8,1,8,2,5,4,4,2,7,7,0,8,13,6,8,0,8,1,8,0
1,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8,0
5,9,4,4,2,9,7,6,4,13,5,8,3,8,5,10,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0
2,6,2,4,1,6,8,0,6,13,7,8,0,8,1,7,2,8,3,6,1,7,7,0,7,13,6,9,0,8,1,8,0
1,10,0,8,1,7,7,5,3,7,6,8,0,8,0,8,1,6,1,4,1,7,7,1,6,7,6,8,0,8,2,8,0
1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8,5,7,6,8,6,7,9,4,5,8,7,7,4,8,9,10,0
1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,1,4,2,3,1,7,7,0,7,13,6,8,0,8,0,8,0
0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,3,7,5,5,5,9,7,2,4,8,5,5,3,9,5,6,0
2,5,3,3,1,7,7,0,7,13,6,8,0,8,1,7,4,10,6,8,7,8,9,3,5,9,5,4,6,9,7,2,0
1,4,2,2,1,7,7,1,7,13,6,8,0,8,1,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0
3,10,4,8,3,7,9,0,7,13,6,7,0,9,2,7,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0
1,4,3,3,1,7,7,1,7,14,6,8,0,8,1,8,1,1,1,3,1,7,7,1,7,7,6,8,0,8,2,8,0
1,5,1,4,1,7,7,1,8,7,6,8,0,8,3,8,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0
3,9,5,6,5,9,5,3,5,7,6,5,6,6,5,6,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0
1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,2,5,4,4,2,7,7,0,8,14,6,8,0,8,1,7,0
1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,1,4,0,5,0,7,7,4,4,7,6,8,0,8,0,8,0
4,11,7,8,8,10,7,2,5,9,4,4,4,9,7,5,3,7,5,5,4,12,5,1,6,8,4,5,2,8,4,8,0
4,10,5,8,2,7,7,0,9,14,6,8,0,8,1,8,4,7,5,5,3,8,4,2,6,7,7,7,1,10,4,7,0
6,10,8,8,5,9,5,2,6,6,7,6,0,10,4,7,2,9,3,7,3,7,7,0,7,7,6,8,0,8,3,8,0
1,5,0,6,0,7,7,4,4,7,6,8,0,8,0,8,6,14,5,8,3,7,9,2,6,14,5,6,1,8,5,8,0
3,11,4,9,2,7,8,0,8,13,6,7,0,8,1,7,6,8,8,9,7,7,8,4,7,6,8,7,4,8,11,9,0
6,9,8,7,4,6,7,2,7,7,6,11,0,8,4,8,5,10,6,8,4,7,8,1,7,7,6,8,0,8,4,8,0
5,9,6,6,4,5,7,3,7,7,6,12,0,8,4,9,3,9,4,6,3,7,7,0,7,13,6,8,0,8,1,8,0
3,8,4,6,2,7,8,0,8,14,6,6,0,8,1,7,1,5,2,3,1,7,7,0,7,13,6,8,0,8,1,7,0
0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,2,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0
2,10,2,7,2,7,7,0,8,7,6,8,0,8,3,8,2,2,2,4,2,7,7,1,8,7,6,8,0,8,3,8,0
0,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,1,5,2,3,1,7,7,0,7,13,6,8,0,8,1,8,0
2,7,3,5,2,7,7,0,7,13,6,8,0,8,1,8,3,9,4,7,3,7,7,0,7,13,6,8,0,8,1,8,0
0,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8,1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0
0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,1,6,0,8,0,7,7,4,4,7,6,8,0,8,0,8,0
2,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,1,6,1,4,1,7,7,0,7,7,6,9,0,8,3,8,0
1,3,2,2,0,7,7,1,7,13,6,8,0,8,1,8,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0
1,3,2,2,0,7,7,0,7,13,6,8,0,8,1,8,4,11,5,8,2,9,5,0,8,14,5,10,0,8,1,9,0
3,5,4,6,4,7,8,5,5,6,8,7,3,10,8,8,1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8,0
1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,1,1,1,1,1,7,7,2,7,7,6,8,0,8,2,8,0
4,8,5,6,3,6,6,2,7,7,6,10,0,9,4,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0
3,7,4,5,2,9,6,0,7,13,5,9,0,8,1,8,3,9,4,6,3,7,7,0,7,13,6,8,0,8,1,8,0
1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8,1,10,2,8,3,7,7,0,7,7,6,8,0,8,3,8,0
2,8,3,6,1,7,7,0,8,14,6,8,0,8,1,7,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0
0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0
0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8,2,9,2,7,2,7,7,0,8,7,6,8,0,8,3,8,0
3,8,5,6,3,8,6,2,7,7,6,7,0,9,4,7,3,10,4,8,2,7,7,0,8,13,6,8,0,8,1,8,0
1,3,1,1,0,8,7,1,7,13,6,8,0,8,0,8,1,9,1,6,1,7,7,0,8,7,6,8,0,8,3,8,0
2,4,3,3,1,7,7,0,7,13,6,8,0,8,1,7,2,6,4,4,2,7,7,0,8,13,6,8,0,8,1,7,0
3,8,4,6,2,5,9,0,7,13,7,7,0,8,1,7,1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8,0
2,10,5,8,5,10,7,2,5,9,5,5,3,8,6,7,3,8,5,6,3,8,6,2,7,7,6,7,0,9,4,7,0
2,10,3,7,2,9,7,0,7,13,5,8,0,8,1,8,4,11,5,8,3,8,6,0,7,13,6,9,2,7,3,8,0
1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0
1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8,4,9,5,6,3,8,6,1,6,7,6,7,0,9,4,7,0
1,3,2,2,1,7,7,1,6,13,6,8,0,8,0,8,1,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0
2,11,2,9,2,7,7,0,8,7,6,8,0,8,3,8,2,10,3,8,2,9,6,0,7,13,5,8,0,8,1,8,0
7,10,9,8,5,9,5,3,7,6,7,4,0,9,4,7,4,9,5,7,3,9,6,0,7,13,5,9,0,8,1,8,0
1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,4,10,6,8,4,6,9,0,7,13,7,7,0,8,1,7,0
0,3,1,2,0,7,7,1,6,13,6,8,0,8,0,7,4,10,6,8,7,8,9,3,5,9,5,4,6,9,7,2,0
2,9,2,7,2,7,7,0,8,7,6,9,0,8,3,8,4,8,6,9,6,9,8,6,7,7,4,7,3,10,9,9,0
2,10,2,8,3,7,7,0,7,7,6,8,0,8,3,8,4,10,7,8,8,10,8,1,6,9,5,5,3,8,7,6,0
5,7,6,5,3,7,6,2,7,7,6,8,0,9,4,8,1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8,0
1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,2,7,3,5,1,7,6,0,8,14,7,10,0,8,1,8,0
1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,1,4,2,3,1,7,7,0,6,13,6,8,0,8,0,8,0
0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,1,9,1,6,2,7,7,0,7,7,6,8,0,8,3,8,0
5,11,6,9,4,9,5,2,5,6,7,5,1,10,4,7,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0
2,9,2,7,2,8,7,0,9,7,6,7,0,8,3,7,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,0
2,8,3,6,2,6,8,0,6,13,7,7,0,8,1,7,6,9,8,7,4,6,7,2,7,7,6,11,0,8,4,8,0
3,5,4,4,2,5,13,4,6,12,9,3,1,11,2,4,6,10,6,7,5,5,11,3,7,11,10,5,2,12,2,4,0
2,1,2,2,1,7,11,1,6,7,10,8,1,10,1,8,3,7,5,5,3,7,12,3,7,8,11,7,2,11,1,7,0
4,10,6,8,3,5,11,1,9,9,12,8,0,10,1,7,7,13,6,7,4,8,8,3,7,11,5,6,2,8,6,7,0
8,11,7,6,3,6,9,3,8,13,6,6,2,8,4,5,2,6,4,4,2,6,12,3,7,8,11,8,1,11,1,7,0
2,4,4,6,1,7,14,0,6,7,11,8,0,8,0,8,4,5,5,3,2,7,12,3,7,7,11,8,2,11,1,8,0
6,9,6,7,2,5,13,3,9,12,9,3,0,10,2,4,5,7,7,6,6,5,8,3,8,7,7,9,3,7,7,5,0
2,5,4,7,1,5,14,1,6,9,11,7,0,8,0,8,3,10,5,7,1,7,15,0,6,7,11,8,0,8,0,8,0
2,3,3,2,1,5,12,3,6,11,9,4,1,10,2,5,4,9,5,7,3,5,14,1,6,9,10,7,0,8,0,8,0
5,6,5,4,2,5,12,3,8,12,9,4,1,11,2,4,4,6,4,4,2,6,11,2,9,11,9,4,0,10,3,5,0
3,5,4,4,3,9,12,4,5,5,11,9,2,12,1,8,6,11,8,8,7,7,7,7,7,5,9,10,6,7,9,4,0
2,3,3,1,1,5,12,3,5,11,9,5,1,10,1,5,4,7,5,5,4,7,8,7,7,7,8,9,3,10,5,8,0
5,8,5,6,3,4,13,5,5,12,9,4,2,12,1,5,9,11,7,6,3,5,9,3,9,13,7,5,2,10,3,5,0
5,6,5,4,3,6,11,3,6,11,9,5,2,12,2,4,4,10,6,8,5,7,11,2,7,7,11,8,1,12,1,7,0
3,4,4,2,2,5,12,3,6,11,9,4,2,11,2,5,2,4,3,5,1,5,14,1,6,9,11,7,0,8,0,8,0
4,5,6,4,5,7,9,4,8,7,7,8,3,10,7,7,5,9,7,6,8,6,7,3,6,7,6,10,5,9,5,7,0
3,3,3,2,1,5,11,2,6,11,9,5,1,10,2,5,7,12,6,7,3,6,10,3,6,12,8,6,2,9,4,5,0
5,10,7,8,7,7,6,7,7,6,8,9,4,9,8,6,5,9,5,7,4,5,11,2,7,11,10,5,1,12,2,4,0
3,6,4,8,1,10,14,0,6,5,11,9,0,8,0,8,6,9,6,7,3,5,11,2,10,12,9,4,0,10,3,4,0
2,6,3,4,2,9,11,3,7,5,11,8,2,11,1,8,2,6,3,4,2,7,12,2,7,7,11,8,1,11,1,8,0
3,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8,5,10,7,8,8,8,8,5,6,6,7,9,7,7,8,3,0
1,6,2,4,1,7,13,0,4,7,10,8,0,8,0,8,6,10,6,7,5,5,11,3,7,11,10,5,2,12,2,4,0
4,7,4,5,2,6,11,4,5,11,9,4,2,12,2,5,6,11,6,8,4,4,12,3,7,12,10,4,1,11,2,4,0
2,5,3,4,2,7,12,3,6,7,11,8,2,11,1,8,4,11,5,8,2,5,15,1,6,9,11,7,0,8,0,8,0
5,10,7,7,6,6,7,7,7,7,10,9,4,6,8,7,4,11,6,8,2,8,15,1,6,7,11,8,0,8,0,8,0
9,13,8,7,4,8,6,4,10,13,5,7,2,9,6,6,3,4,3,3,1,5,11,3,7,11,9,5,1,11,2,5,0
2,3,3,4,1,7,14,0,6,7,11,8,0,8,0,8,2,3,3,1,1,5,12,2,7,11,9,4,0,9,1,5,0
4,8,6,6,5,6,8,7,7,8,7,8,3,10,6,9,5,5,5,4,2,5,11,3,7,12,9,4,1,11,2,4,0
4,8,5,6,3,7,10,1,8,11,9,5,1,10,3,5,2,7,4,5,2,7,13,0,5,7,10,8,0,8,0,8,0
7,9,8,8,8,6,8,3,9,8,7,9,3,8,8,6,3,6,5,8,2,5,15,1,6,9,11,7,0,8,0,8,0
6,10,6,6,2,6,9,3,8,13,6,5,2,9,4,5,5,7,5,5,3,6,11,3,7,11,9,4,2,12,2,4,0
4,10,6,8,8,8,7,5,6,7,6,8,7,6,7,7,6,10,5,6,2,5,11,2,7,12,7,5,2,9,4,4,0
4,8,5,6,3,6,11,3,7,9,11,7,5,12,1,7,6,14,6,8,4,9,7,3,7,12,5,6,2,8,6,6,0
4,6,6,8,2,6,15,1,6,9,11,7,0,8,0,8,5,7,6,5,3,4,13,4,5,12,9,4,2,12,2,5,0
3,4,3,3,1,5,12,3,6,11,9,4,1,11,2,5,4,6,4,4,2,5,11,2,7,11,9,5,1,10,2,5,0
2,1,3,2,1,7,12,2,6,7,11,8,1,11,1,8,7,10,6,5,2,4,12,3,7,12,8,4,2,8,3,3,0
1,1,2,1,0,8,14,1,5,6,10,8,0,8,0,8,5,6,7,5,5,5,7,3,8,7,6,10,3,7,7,5,0
4,5,5,4,2,6,11,2,8,11,9,5,1,11,3,4,7,10,6,5,2,4,12,3,7,12,8,4,2,8,3,3,0
3,4,4,3,2,6,11,3,7,11,9,4,2,11,3,4,5,10,5,5,2,6,9,2,7,12,7,5,2,10,3,5,0
8,11,7,6,3,5,10,3,9,13,7,5,2,9,3,4,7,12,6,6,4,5,11,2,7,12,7,5,2,9,5,4,0
4,9,5,7,5,7,11,4,6,7,11,8,2,12,1,7,2,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8,0
2,6,4,4,2,5,13,0,5,9,10,7,0,8,0,8,2,7,3,5,2,9,12,0,5,6,10,8,0,8,0,8,0
2,7,4,4,1,7,15,1,5,7,11,8,0,8,0,8,8,10,8,8,6,7,10,2,8,11,9,5,3,10,5,4,0
2,1,2,2,0,7,14,1,5,7,11,8,0,8,0,8,5,9,5,6,4,6,12,4,5,11,9,5,3,12,2,4,0
3,4,4,3,1,6,11,2,8,11,9,5,1,10,2,5,4,8,5,6,5,8,11,3,6,6,11,8,3,12,1,7,0
3,9,4,6,1,7,14,0,6,7,11,8,0,8,0,8,7,13,6,8,4,7,8,2,7,12,6,7,3,8,5,5,0
3,3,4,2,1,5,11,2,7,11,9,5,1,10,2,5,3,6,4,4,3,6,11,3,5,11,8,5,3,12,2,5,0
1,0,2,0,0,7,15,2,4,7,10,8,0,8,0,8,7,10,6,5,2,4,12,3,6,13,8,4,2,9,3,4,0
2,1,2,1,0,8,15,2,4,6,10,8,0,8,0,8,7,9,8,8,9,7,9,5,8,7,7,8,5,10,11,7,0
2,1,2,1,0,8,15,1,4,6,10,8,0,8,0,8,6,13,5,7,2,6,9,3,7,13,6,6,2,8,4,4,0
4,10,5,8,4,5,12,4,7,9,12,7,2,12,1,7,4,11,5,8,2,7,15,1,6,8,11,8,0,8,0,8,0
8,11,8,8,6,7,11,4,8,11,9,4,6,12,6,5,3,11,4,8,1,6,14,0,6,8,11,8,0,8,0,8,0
7,15,6,8,4,6,10,2,6,12,7,6,3,9,5,5,2,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8,0
4,9,4,4,1,6,10,2,7,12,7,5,1,10,3,5,4,5,5,4,2,5,12,3,7,11,10,4,1,11,2,4,0
6,7,6,5,3,4,13,4,6,12,9,4,1,11,2,4,2,8,4,5,1,8,15,1,6,6,11,8,0,8,0,8,0
3,5,4,4,2,5,13,4,6,12,9,3,1,11,2,4,4,10,6,8,3,5,11,1,9,9,12,8,0,10,1,7,0
5,8,7,7,7,7,9,4,8,7,7,8,3,10,8,6,6,11,8,8,9,5,8,3,7,7,6,10,5,8,7,8,0
10,14,8,8,3,4,12,3,8,12,8,4,2,9,3,4,2,4,4,6,1,7,14,0,6,7,11,8,0,8,0,8,0
5,10,7,8,6,7,7,7,6,5,10,10,5,6,9,7,2,4,3,3,1,7,11,2,7,6,11,8,1,10,1,8,0
3,7,4,5,3,7,11,1,8,7,11,8,0,10,1,8,6,10,8,8,9,6,7,4,6,7,7,10,7,7,7,6,0
8,12,7,7,2,5,11,3,7,13,7,4,2,8,4,4,2,7,4,4,1,8,15,1,5,6,11,8,0,8,0,8,0
3,8,4,6,3,5,11,2,7,8,11,8,2,11,1,7,7,13,6,7,4,8,8,3,7,11,5,6,2,8,6,7,0
4,10,5,7,3,8,14,1,5,6,10,9,0,8,0,8,2,4,3,3,2,7,12,3,6,7,11,9,2,11,1,8,0
7,9,6,5,2,7,8,3,8,13,6,7,2,8,5,5,5,7,5,5,3,7,11,3,8,11,9,4,2,12,3,5,0
4,5,5,5,5,7,9,4,7,7,8,8,3,10,6,7,2,3,3,5,1,9,14,0,6,5,11,8,0,8,0,8,0
6,11,6,8,5,6,11,3,7,11,9,5,2,12,2,4,3,4,3,3,1,5,12,3,6,11,9,5,1,11,1,5,0
5,9,7,8,8,7,7,4,8,7,6,9,5,4,11,5,2,8,4,6,2,6,11,3,7,8,11,7,2,11,1,7,0
5,10,7,7,8,6,7,3,6,7,7,10,5,8,5,6,5,9,6,7,4,6,9,0,8,10,9,5,0,9,3,4,0
4,8,6,6,4,9,11,2,7,6,11,8,1,11,1,8,5,8,7,6,7,7,8,4,7,8,6,9,5,8,5,6,0
1,0,2,1,0,7,14,1,4,7,10,8,0,8,0,8,6,8,6,6,3,4,12,3,7,12,10,5,1,11,1,5,0
3,8,4,6,3,5,11,2,7,8,11,8,2,11,1,7,3,4,4,2,1,5,13,3,6,12,9,3,1,10,1,5,0
6,11,6,8,4,3,13,4,6,12,10,4,1,11,1,4,2,3,3,1,1,5,12,3,5,11,9,5,1,10,1,5,0
9,15,8,8,3,7,8,3,9,13,5,6,2,8,5,5,3,7,4,5,2,6,14,1,5,8,10,7,0,8,0,8,0
2,8,4,6,2,8,11,2,9,6,11,7,1,11,1,7,3,9,5,6,4,8,11,2,7,6,11,7,2,12,1,7,0
2,9,3,6,1,7,14,0,6,7,11,8,0,8,0,8,4,8,6,6,5,6,8,7,7,8,7,8,3,10,6,9,0
3,3,4,2,2,6,11,3,7,11,9,5,1,11,3,4,5,6,7,5,5,5,7,3,8,7,6,10,3,7,7,5,0
1,0,2,0,0,7,14,1,4,7,10,8,0,8,0,8,2,6,3,4,1,7,12,0,5,7,10,8,0,8,0,8,0
3,3,3,2,1,5,11,2,6,11,9,5,1,10,2,5,2,7,4,5,2,6,12,3,7,8,11,7,1,11,1,7,0
1,0,2,1,0,7,14,1,4,7,10,8,0,8,0,8,4,5,6,4,5,8,9,5,7,7,7,8,3,10,7,7,0
4,10,5,8,4,7,12,5,6,7,11,8,3,12,1,7,5,8,6,6,7,5,7,3,6,7,6,9,5,8,5,7,0
6,11,6,8,5,4,13,6,4,12,9,4,2,12,1,5,7,10,6,5,2,5,10,3,8,13,7,5,2,8,4,4,0
3,4,4,3,2,7,12,4,6,7,11,8,2,11,1,7,3,7,4,5,3,7,12,3,7,7,11,8,2,11,1,8,0
2,7,3,5,1,6,14,0,6,8,11,8,0,8,0,8,5,9,6,6,5,6,7,7,7,8,9,8,3,9,6,9,0
5,8,5,6,3,7,10,2,9,11,9,5,1,11,3,4,10,14,8,8,4,7,8,3,10,13,6,6,2,9,5,5,0
6,8,6,6,3,4,12,2,9,12,9,5,0,10,2,4,3,9,5,6,3,7,12,2,8,7,12,8,1,11,1,8,0
2,3,2,1,1,5,12,2,5,11,9,5,1,10,1,5,2,4,4,6,1,7,14,0,6,8,11,8,0,8,0,8,0
2,4,3,5,1,5,14,1,6,9,11,7,0,8,0,8,5,10,6,8,4,7,9,0,8,11,9,6,1,10,3,4,0
4,9,6,7,4,8,10,1,8,6,11,7,0,10,1,7,2,1,2,2,1,8,11,3,5,7,10,7,2,11,1,7,0
7,10,6,5,3,8,9,2,7,11,7,7,2,9,4,6,4,11,5,8,2,5,15,1,6,9,11,7,0,8,0,8,0
2,3,3,2,1,6,11,2,7,11,9,5,1,10,2,5,4,9,6,7,5,6,11,2,7,8,11,8,1,12,1,8,0
5,10,5,7,4,4,12,3,5,11,10,5,2,13,2,4,2,3,3,2,1,6,11,2,7,11,9,5,1,10,2,5,0
5,6,7,6,6,8,10,5,8,7,6,8,3,10,7,7,1,0,1,1,0,8,13,1,5,6,10,8,0,8,0,8,0
5,10,5,5,3,7,9,2,6,11,6,7,2,9,4,6,3,9,4,6,1,7,15,0,6,7,11,8,0,8,0,8,0
6,7,6,5,4,6,10,1,10,11,9,5,0,10,3,4,4,9,4,4,2,5,10,2,6,11,8,6,2,9,4,3,0
3,4,4,6,1,7,15,1,6,7,11,8,0,8,0,8,2,3,3,1,1,5,12,3,5,11,9,5,1,10,1,5,0
2,3,3,1,1,7,11,2,6,7,11,8,1,10,1,7,6,7,6,5,4,6,10,1,10,11,9,5,0,10,3,4,0
1,6,2,4,1,7,13,0,4,7,10,8,0,8,0,8,2,6,4,4,2,6,12,3,7,8,11,8,1,11,1,7,0
2,6,4,4,2,9,11,1,7,5,11,7,1,10,1,8,8,11,7,6,3,6,9,3,8,13,6,6,2,8,4,5,0
5,11,7,8,7,8,11,3,6,6,11,8,3,12,1,8,8,12,7,7,2,5,11,3,7,13,7,4,2,8,4,4,0
2,3,3,2,1,7,11,3,6,7,11,8,2,11,1,8,5,6,5,4,2,6,10,2,9,11,9,4,1,10,3,4,0
6,8,6,6,3,5,14,5,6,12,9,2,2,12,2,4,7,9,7,7,5,5,12,4,6,11,9,4,2,12,2,4,0
7,12,6,7,4,9,8,3,7,11,5,6,2,8,6,7,2,9,4,7,2,7,13,0,5,7,10,8,0,8,0,8,0
6,11,6,8,5,4,13,6,4,12,9,4,2,12,1,5,1,1,2,2,1,7,12,3,6,7,10,9,1,11,1,8,0
4,11,6,8,5,7,11,3,6,7,11,8,2,12,1,8,2,8,4,6,3,7,12,3,6,7,11,8,2,12,1,8,0
3,4,4,3,2,6,11,3,7,11,9,4,2,11,3,4,4,10,5,8,4,7,12,5,6,7,11,8,3,12,1,7,0
3,5,4,4,3,9,12,4,5,5,11,9,2,12,1,8,5,10,6,8,5,6,10,1,8,11,9,6,1,10,3,4,0
7,9,6,4,2,6,9,3,8,13,6,7,2,8,5,5,4,7,5,5,5,6,8,3,5,7,6,9,5,9,4,8,0
5,6,6,5,5,6,8,4,8,8,7,9,3,8,6,6,4,10,5,7,3,5,14,1,5,9,10,7,0,8,0,8,0
3,7,4,4,1,8,15,1,5,6,11,9,0,8,0,8,6,11,6,6,3,6,10,2,7,12,7,6,2,9,5,4,0
2,5,3,4,2,7,12,3,6,7,11,8,2,11,1,8,2,3,3,4,1,8,14,0,6,6,11,8,0,8,0,8,0
3,8,5,6,4,6,11,2,7,8,11,8,2,12,1,7,5,8,6,6,3,4,13,4,6,12,10,4,2,11,2,4,0
4,8,6,6,4,6,7,7,7,8,9,8,3,10,5,9,4,5,5,4,2,5,12,3,8,11,9,4,1,11,2,4,0
2,5,4,7,1,8,14,0,6,6,11,8,0,8,0,8,5,7,5,5,2,4,12,3,7,12,10,4,1,10,1,5,0
4,7,5,5,4,7,7,7,6,6,7,9,3,10,6,7,3,4,4,2,1,5,13,3,6,12,9,3,1,10,1,5,0
3,2,4,4,2,7,12,3,6,7,11,8,2,11,1,7,4,5,4,4,2,6,11,2,7,11,9,4,1,11,2,4,0
4,6,5,4,5,7,8,4,5,6,7,9,5,8,5,7,3,7,5,5,3,8,12,3,7,7,11,8,2,11,1,8,0
2,3,3,4,1,8,14,0,6,6,11,8,0,8,0,8,3,7,5,5,3,6,12,3,7,8,11,8,1,11,1,7,0
6,11,6,8,5,6,11,5,6,11,9,4,3,12,2,4,8,13,7,8,3,7,8,3,9,13,5,6,2,9,5,5,0
3,11,5,8,1,9,15,0,6,6,11,8,0,8,0,8,7,10,9,7,7,6,7,7,7,8,10,8,3,9,6,8,0
7,13,6,7,4,9,7,2,7,10,5,8,3,8,5,8,5,6,6,5,5,6,7,3,8,7,6,10,3,6,7,6,0
6,8,6,6,3,5,14,5,6,12,9,2,2,12,2,4,3,8,4,6,2,9,13,0,6,6,10,8,0,8,0,8,0
5,8,7,7,7,7,9,4,8,7,7,8,3,10,8,6,2,4,3,3,2,7,12,3,6,7,11,8,2,11,1,8,0
8,13,7,7,4,6,10,3,7,12,7,6,3,9,5,4,6,10,8,7,9,8,8,5,6,6,7,9,8,7,9,5,0
2,5,4,6,1,5,14,1,6,9,11,7,0,8,0,8,6,10,8,8,7,6,7,7,7,7,9,9,4,10,6,8,0
5,9,7,6,8,6,7,3,6,7,6,10,5,9,5,7,2,4,3,2,1,6,11,2,7,11,9,5,1,10,2,5,0
3,8,4,6,2,7,13,0,6,7,10,8,0,8,0,8,2,10,4,7,1,8,14,0,6,6,11,8,0,8,0,8,0
