,Multi-dimensional point data,Label
607,"[1.0, 92.0, 62.0, 25.0, 41.0, 19.5, 0.482, 25.0]",0
608,"[0.0, 152.0, 82.0, 39.0, 272.0, 41.5, 0.27, 27.0]",0
609,"[1.0, 111.0, 62.0, 13.0, 182.0, 24.0, 0.138, 23.0]",0
610,"[3.0, 106.0, 54.0, 21.0, 158.0, 30.9, 0.292, 24.0]",0
611,"[3.0, 174.0, 58.0, 22.0, 194.0, 32.9, 0.593, 36.0]",1
612,"[7.0, 168.0, 88.0, 42.0, 321.0, 38.2, 0.787, 40.0]",1
613,"[6.0, 105.0, 80.0, 28.0, 0.0, 32.5, 0.878, 26.0]",0
614,"[11.0, 138.0, 74.0, 26.0, 144.0, 36.1, 0.557, 50.0]",1
615,"[3.0, 106.0, 72.0, 0.0, 0.0, 25.8, 0.207, 27.0]",0
616,"[6.0, 117.0, 96.0, 0.0, 0.0, 28.7, 0.157, 30.0]",0
617,"[2.0, 68.0, 62.0, 13.0, 15.0, 20.1, 0.257, 23.0]",0
618,"[9.0, 112.0, 82.0, 24.0, 0.0, 28.2, 1.282, 50.0]",1
619,"[0.0, 119.0, 0.0, 0.0, 0.0, 32.4, 0.141, 24.0]",1
620,"[2.0, 112.0, 86.0, 42.0, 160.0, 38.4, 0.246, 28.0]",0
621,"[2.0, 92.0, 76.0, 20.0, 0.0, 24.2, 1.698, 28.0]",0
622,"[6.0, 183.0, 94.0, 0.0, 0.0, 40.8, 1.461, 45.0]",0
623,"[0.0, 94.0, 70.0, 27.0, 115.0, 43.5, 0.347, 21.0]",0
624,"[2.0, 108.0, 64.0, 0.0, 0.0, 30.8, 0.158, 21.0]",0
625,"[4.0, 90.0, 88.0, 47.0, 54.0, 37.7, 0.362, 29.0]",0
626,"[0.0, 125.0, 68.0, 0.0, 0.0, 24.7, 0.206, 21.0]",0
627,"[0.0, 132.0, 78.0, 0.0, 0.0, 32.4, 0.393, 21.0]",0
628,"[5.0, 128.0, 80.0, 0.0, 0.0, 34.6, 0.144, 45.0]",0
629,"[4.0, 94.0, 65.0, 22.0, 0.0, 24.7, 0.148, 21.0]",0
630,"[7.0, 114.0, 64.0, 0.0, 0.0, 27.4, 0.732, 34.0]",1
631,"[0.0, 102.0, 78.0, 40.0, 90.0, 34.5, 0.238, 24.0]",0
632,"[2.0, 111.0, 60.0, 0.0, 0.0, 26.2, 0.343, 23.0]",0
633,"[1.0, 128.0, 82.0, 17.0, 183.0, 27.5, 0.115, 22.0]",0
634,"[10.0, 92.0, 62.0, 0.0, 0.0, 25.9, 0.167, 31.0]",0
635,"[13.0, 104.0, 72.0, 0.0, 0.0, 31.2, 0.465, 38.0]",1
636,"[5.0, 104.0, 74.0, 0.0, 0.0, 28.8, 0.153, 48.0]",0
637,"[2.0, 94.0, 76.0, 18.0, 66.0, 31.6, 0.649, 23.0]",0
638,"[7.0, 97.0, 76.0, 32.0, 91.0, 40.9, 0.871, 32.0]",1
639,"[1.0, 100.0, 74.0, 12.0, 46.0, 19.5, 0.149, 28.0]",0
640,"[0.0, 102.0, 86.0, 17.0, 105.0, 29.3, 0.695, 27.0]",0
641,"[4.0, 128.0, 70.0, 0.0, 0.0, 34.3, 0.303, 24.0]",0
642,"[6.0, 147.0, 80.0, 0.0, 0.0, 29.5, 0.178, 50.0]",1
643,"[4.0, 90.0, 0.0, 0.0, 0.0, 28.0, 0.61, 31.0]",0
644,"[3.0, 103.0, 72.0, 30.0, 152.0, 27.6, 0.73, 27.0]",0
645,"[2.0, 157.0, 74.0, 35.0, 440.0, 39.4, 0.134, 30.0]",0
646,"[1.0, 167.0, 74.0, 17.0, 144.0, 23.4, 0.447, 33.0]",1
647,"[0.0, 179.0, 50.0, 36.0, 159.0, 37.8, 0.455, 22.0]",1
648,"[11.0, 136.0, 84.0, 35.0, 130.0, 28.3, 0.26, 42.0]",1
649,"[0.0, 107.0, 60.0, 25.0, 0.0, 26.4, 0.133, 23.0]",0
650,"[1.0, 91.0, 54.0, 25.0, 100.0, 25.2, 0.234, 23.0]",0
651,"[1.0, 117.0, 60.0, 23.0, 106.0, 33.8, 0.466, 27.0]",0
652,"[5.0, 123.0, 74.0, 40.0, 77.0, 34.1, 0.269, 28.0]",0
653,"[2.0, 120.0, 54.0, 0.0, 0.0, 26.8, 0.455, 27.0]",0
654,"[1.0, 106.0, 70.0, 28.0, 135.0, 34.2, 0.142, 22.0]",0
655,"[2.0, 155.0, 52.0, 27.0, 540.0, 38.7, 0.24, 25.0]",1
656,"[2.0, 101.0, 58.0, 35.0, 90.0, 21.8, 0.155, 22.0]",0
657,"[1.0, 120.0, 80.0, 48.0, 200.0, 38.9, 1.162, 41.0]",0
658,"[11.0, 127.0, 106.0, 0.0, 0.0, 39.0, 0.19, 51.0]",0
659,"[3.0, 80.0, 82.0, 31.0, 70.0, 34.2, 1.292, 27.0]",1
660,"[10.0, 162.0, 84.0, 0.0, 0.0, 27.7, 0.182, 54.0]",0
661,"[1.0, 199.0, 76.0, 43.0, 0.0, 42.9, 1.394, 22.0]",1
662,"[8.0, 167.0, 106.0, 46.0, 231.0, 37.6, 0.165, 43.0]",1
663,"[9.0, 145.0, 80.0, 46.0, 130.0, 37.9, 0.637, 40.0]",1
664,"[6.0, 115.0, 60.0, 39.0, 0.0, 33.7, 0.245, 40.0]",1
665,"[1.0, 112.0, 80.0, 45.0, 132.0, 34.8, 0.217, 24.0]",0
666,"[4.0, 145.0, 82.0, 18.0, 0.0, 32.5, 0.235, 70.0]",1
667,"[10.0, 111.0, 70.0, 27.0, 0.0, 27.5, 0.141, 40.0]",1
668,"[6.0, 98.0, 58.0, 33.0, 190.0, 34.0, 0.43, 43.0]",0
669,"[9.0, 154.0, 78.0, 30.0, 100.0, 30.9, 0.164, 45.0]",0
670,"[6.0, 165.0, 68.0, 26.0, 168.0, 33.6, 0.631, 49.0]",0
671,"[1.0, 99.0, 58.0, 10.0, 0.0, 25.4, 0.551, 21.0]",0
672,"[10.0, 68.0, 106.0, 23.0, 49.0, 35.5, 0.285, 47.0]",0
673,"[3.0, 123.0, 100.0, 35.0, 240.0, 57.3, 0.88, 22.0]",0
674,"[8.0, 91.0, 82.0, 0.0, 0.0, 35.6, 0.587, 68.0]",0
675,"[6.0, 195.0, 70.0, 0.0, 0.0, 30.9, 0.328, 31.0]",1
676,"[9.0, 156.0, 86.0, 0.0, 0.0, 24.8, 0.23, 53.0]",1
677,"[0.0, 93.0, 60.0, 0.0, 0.0, 35.3, 0.263, 25.0]",0
678,"[3.0, 121.0, 52.0, 0.0, 0.0, 36.0, 0.127, 25.0]",1
679,"[2.0, 101.0, 58.0, 17.0, 265.0, 24.2, 0.614, 23.0]",0
680,"[2.0, 56.0, 56.0, 28.0, 45.0, 24.2, 0.332, 22.0]",0
681,"[0.0, 162.0, 76.0, 36.0, 0.0, 49.6, 0.364, 26.0]",1
682,"[0.0, 95.0, 64.0, 39.0, 105.0, 44.6, 0.366, 22.0]",0
683,"[4.0, 125.0, 80.0, 0.0, 0.0, 32.3, 0.536, 27.0]",1
684,"[5.0, 136.0, 82.0, 0.0, 0.0, 0.0, 0.64, 69.0]",0
685,"[2.0, 129.0, 74.0, 26.0, 205.0, 33.2, 0.591, 25.0]",0
686,"[3.0, 130.0, 64.0, 0.0, 0.0, 23.1, 0.314, 22.0]",0
687,"[1.0, 107.0, 50.0, 19.0, 0.0, 28.3, 0.181, 29.0]",0
688,"[1.0, 140.0, 74.0, 26.0, 180.0, 24.1, 0.828, 23.0]",0
689,"[1.0, 144.0, 82.0, 46.0, 180.0, 46.1, 0.335, 46.0]",1
690,"[8.0, 107.0, 80.0, 0.0, 0.0, 24.6, 0.856, 34.0]",0
691,"[13.0, 158.0, 114.0, 0.0, 0.0, 42.3, 0.257, 44.0]",1
692,"[2.0, 121.0, 70.0, 32.0, 95.0, 39.1, 0.886, 23.0]",0
693,"[7.0, 129.0, 68.0, 49.0, 125.0, 38.5, 0.439, 43.0]",1
694,"[2.0, 90.0, 60.0, 0.0, 0.0, 23.5, 0.191, 25.0]",0
695,"[7.0, 142.0, 90.0, 24.0, 480.0, 30.4, 0.128, 43.0]",1
696,"[3.0, 169.0, 74.0, 19.0, 125.0, 29.9, 0.268, 31.0]",1
697,"[0.0, 99.0, 0.0, 0.0, 0.0, 25.0, 0.253, 22.0]",0
698,"[4.0, 127.0, 88.0, 11.0, 155.0, 34.5, 0.598, 28.0]",0
699,"[4.0, 118.0, 70.0, 0.0, 0.0, 44.5, 0.904, 26.0]",0
700,"[2.0, 122.0, 76.0, 27.0, 200.0, 35.9, 0.483, 26.0]",0
701,"[6.0, 125.0, 78.0, 31.0, 0.0, 27.6, 0.565, 49.0]",1
702,"[1.0, 168.0, 88.0, 29.0, 0.0, 35.0, 0.905, 52.0]",1
703,"[2.0, 129.0, 0.0, 0.0, 0.0, 38.5, 0.304, 41.0]",0
704,"[4.0, 110.0, 76.0, 20.0, 100.0, 28.4, 0.118, 27.0]",0
705,"[6.0, 80.0, 80.0, 36.0, 0.0, 39.8, 0.177, 28.0]",0
706,"[10.0, 115.0, 0.0, 0.0, 0.0, 0.0, 0.261, 30.0]",1
707,"[2.0, 127.0, 46.0, 21.0, 335.0, 34.4, 0.176, 22.0]",0
708,"[9.0, 164.0, 78.0, 0.0, 0.0, 32.8, 0.148, 45.0]",1
709,"[2.0, 93.0, 64.0, 32.0, 160.0, 38.0, 0.674, 23.0]",1
710,"[3.0, 158.0, 64.0, 13.0, 387.0, 31.2, 0.295, 24.0]",0
711,"[5.0, 126.0, 78.0, 27.0, 22.0, 29.6, 0.439, 40.0]",0
712,"[10.0, 129.0, 62.0, 36.0, 0.0, 41.2, 0.441, 38.0]",1
713,"[0.0, 134.0, 58.0, 20.0, 291.0, 26.4, 0.352, 21.0]",0
714,"[3.0, 102.0, 74.0, 0.0, 0.0, 29.5, 0.121, 32.0]",0
715,"[7.0, 187.0, 50.0, 33.0, 392.0, 33.9, 0.826, 34.0]",1
716,"[3.0, 173.0, 78.0, 39.0, 185.0, 33.8, 0.97, 31.0]",1
717,"[10.0, 94.0, 72.0, 18.0, 0.0, 23.1, 0.595, 56.0]",0
718,"[1.0, 108.0, 60.0, 46.0, 178.0, 35.5, 0.415, 24.0]",0
719,"[5.0, 97.0, 76.0, 27.0, 0.0, 35.6, 0.378, 52.0]",1
720,"[4.0, 83.0, 86.0, 19.0, 0.0, 29.3, 0.317, 34.0]",0
721,"[1.0, 114.0, 66.0, 36.0, 200.0, 38.1, 0.289, 21.0]",0
722,"[1.0, 149.0, 68.0, 29.0, 127.0, 29.3, 0.349, 42.0]",1
723,"[5.0, 117.0, 86.0, 30.0, 105.0, 39.1, 0.251, 42.0]",0
724,"[1.0, 111.0, 94.0, 0.0, 0.0, 32.8, 0.265, 45.0]",0
725,"[4.0, 112.0, 78.0, 40.0, 0.0, 39.4, 0.236, 38.0]",0
726,"[1.0, 116.0, 78.0, 29.0, 180.0, 36.1, 0.496, 25.0]",0
727,"[0.0, 141.0, 84.0, 26.0, 0.0, 32.4, 0.433, 22.0]",0
728,"[2.0, 175.0, 88.0, 0.0, 0.0, 22.9, 0.326, 22.0]",0
729,"[2.0, 92.0, 52.0, 0.0, 0.0, 30.1, 0.141, 22.0]",0
730,"[3.0, 130.0, 78.0, 23.0, 79.0, 28.4, 0.323, 34.0]",1
731,"[8.0, 120.0, 86.0, 0.0, 0.0, 28.4, 0.259, 22.0]",1
732,"[2.0, 174.0, 88.0, 37.0, 120.0, 44.5, 0.646, 24.0]",1
733,"[2.0, 106.0, 56.0, 27.0, 165.0, 29.0, 0.426, 22.0]",0
734,"[2.0, 105.0, 75.0, 0.0, 0.0, 23.3, 0.56, 53.0]",0
735,"[4.0, 95.0, 60.0, 32.0, 0.0, 35.4, 0.284, 28.0]",0
736,"[0.0, 126.0, 86.0, 27.0, 120.0, 27.4, 0.515, 21.0]",0
737,"[8.0, 65.0, 72.0, 23.0, 0.0, 32.0, 0.6, 42.0]",0
738,"[2.0, 99.0, 60.0, 17.0, 160.0, 36.6, 0.453, 21.0]",0
739,"[1.0, 102.0, 74.0, 0.0, 0.0, 39.5, 0.293, 42.0]",1
740,"[11.0, 120.0, 80.0, 37.0, 150.0, 42.3, 0.785, 48.0]",1
741,"[3.0, 102.0, 44.0, 20.0, 94.0, 30.8, 0.4, 26.0]",0
742,"[1.0, 109.0, 58.0, 18.0, 116.0, 28.5, 0.219, 22.0]",0
743,"[9.0, 140.0, 94.0, 0.0, 0.0, 32.7, 0.734, 45.0]",1
744,"[13.0, 153.0, 88.0, 37.0, 140.0, 40.6, 1.174, 39.0]",0
745,"[12.0, 100.0, 84.0, 33.0, 105.0, 30.0, 0.488, 46.0]",0
746,"[1.0, 147.0, 94.0, 41.0, 0.0, 49.3, 0.358, 27.0]",1
747,"[1.0, 81.0, 74.0, 41.0, 57.0, 46.3, 1.096, 32.0]",0
748,"[3.0, 187.0, 70.0, 22.0, 200.0, 36.4, 0.408, 36.0]",1
749,"[6.0, 162.0, 62.0, 0.0, 0.0, 24.3, 0.178, 50.0]",1
750,"[4.0, 136.0, 70.0, 0.0, 0.0, 31.2, 1.182, 22.0]",1
751,"[1.0, 121.0, 78.0, 39.0, 74.0, 39.0, 0.261, 28.0]",0
752,"[3.0, 108.0, 62.0, 24.0, 0.0, 26.0, 0.223, 25.0]",0
753,"[0.0, 181.0, 88.0, 44.0, 510.0, 43.3, 0.222, 26.0]",1
754,"[8.0, 154.0, 78.0, 32.0, 0.0, 32.4, 0.443, 45.0]",1
755,"[1.0, 128.0, 88.0, 39.0, 110.0, 36.5, 1.057, 37.0]",1
756,"[7.0, 137.0, 90.0, 41.0, 0.0, 32.0, 0.391, 39.0]",0
757,"[0.0, 123.0, 72.0, 0.0, 0.0, 36.3, 0.258, 52.0]",1
758,"[1.0, 106.0, 76.0, 0.0, 0.0, 37.5, 0.197, 26.0]",0
759,"[6.0, 190.0, 92.0, 0.0, 0.0, 35.5, 0.278, 66.0]",1
760,"[2.0, 88.0, 58.0, 26.0, 16.0, 28.4, 0.766, 22.0]",0
761,"[9.0, 170.0, 74.0, 31.0, 0.0, 44.0, 0.403, 43.0]",1
762,"[9.0, 89.0, 62.0, 0.0, 0.0, 22.5, 0.142, 33.0]",0
763,"[10.0, 101.0, 76.0, 48.0, 180.0, 32.9, 0.171, 63.0]",0
764,"[2.0, 122.0, 70.0, 27.0, 0.0, 36.8, 0.34, 27.0]",0
765,"[5.0, 121.0, 72.0, 23.0, 112.0, 26.2, 0.245, 30.0]",0
766,"[1.0, 126.0, 60.0, 0.0, 0.0, 30.1, 0.349, 47.0]",1
767,"[1.0, 93.0, 70.0, 31.0, 0.0, 30.4, 0.315, 23.0]",0
